domain>%<instance>%<solver>%<status>%<output>%<time(s)>%<memory(kB)
painter-impossible>%<instance_1_2>%<grounder>%<okay>%<Warnings encountered when parsing Domain/Problem File -----------------------------------------------------  The supplied domain/problem file appear to violate part of the PDDL language specification.  Specifically:  Errors: 0, warnings: 2 pddl-domains/painter-impossible/domain.pddl: line: 48: Warning: Undeclared requirement :conditional-effects  pddl-domains/painter-impossible/domain.pddl: line: 49: Warning: Undeclared requirement :conditional-effects   The planner will continue, but you may wish to fix your files accordingly One way facts... Semaphore Facts... Envelope Facts... One-shot actions... (make_treatment1 i0 i1 t0 last_t) is 1 shot Integral variables... Variable bounds... Static numeric conditions... Duration bounds... TIL time window analysis... Bounding action timestamps due to time windows... Dominance constraints (excluding processes and events)... Damaging events... Dominance constraints (including processes and events)... Variable monotonicity... Max/min needed values for any single precondition... Irrelevant action pruning by backward reachability from goal... Uninterestingness criteria... Compression-safe actions... Compression-safe invariants... -- Writing ground PDDL >%<0>%<0.00>%<4948 
painter-impossible>%<instance_1_2>%<verified-encoder>%<okay>%<okok+ Domain File: ./ground-pddl-problems/painter-impossible/instance_1_2_domain.pddl + Problem File: ./ground-pddl-problems/painter-impossible/instance_1_2_problem.pddl + Network File: ./muntax-dir/painter-impossible/instance_1_2.muntax Parse error at -:9.2-9.2: Expected '(', lparen, problem or end of file.   Command exited with non-zero status 1 >%<1>%<0.00>%<5364 
painter-impossible>%<instance_1_2>%<model-converter>%<file missing>%<No model to convert. Expected: ./muntax-dir/painter-impossible/instance_1_2.muntax
painter-impossible>%<instance_1_2>%<tck-covreach>%<okay>%<ERROR: cannot open ./tck-dir/painter-impossible/instance_1_2.tck: No such file or directory Command exited with non-zero status 1 >%<1>%<0.00>%<5324 
painter-impossible>%<instance_1_2>%<cert-conv>%<file missing>%<No model to obtain renaming. Expected: ./muntax-dir/painter-impossible/instance_1_2.muntax
painter-impossible>%<instance_1_2>%<muntac-cert-check>%<file missing>%<No model to obtain renaming. Expected: ./muntax-dir/painter-impossible/instance_1_2.muntax
painter-impossible>%<instance_1_2>%<tamer-ctp>%<okay>%<ERROR: An error of type ParserError was thrown during the execution of TAMER. The reported error is: ParserError: Unknown character ':' at line23 Command exited with non-zero status 1 >%<1>%<0.00>%<5416 
painter-impossible>%<instance_1_2>%<tamer-ftp>%<okay>%<ERROR: An error of type ParserError was thrown during the execution of TAMER. The reported error is: ParserError: Unknown character ':' at line23 Command exited with non-zero status 1 >%<1>%<0.00>%<5564 
painter-impossible>%<instance_1_2>%<tamer-ctp-ground>%<okay>%<environment: line 1: 410211 Segmentation fault         (core dumped) ./tamer solve -a $mode -t constant-promoter -P $problem $domain Command exited with non-zero status 139 >%<139>%<0.05>%<5360 
painter-impossible>%<instance_1_2>%<tamer-ftp-ground>%<okay>%<environment: line 1: 410587 Segmentation fault         (core dumped) ./tamer solve -a $mode -t constant-promoter -P $problem $domain Command exited with non-zero status 139 >%<139>%<0.04>%<5328 
