driverlog,instance_1_1_1_1,tck-aLUcovreach,0.00,10576,true,okay,
driverlog,instance_1_1_1_1,tck-covreach,0.00,9080,true,okay,
driverlog,instance_1_1_1_1-ground,TAMER-ctp,0.00,4452,true,okay,
driverlog,instance_1_1_1_1-ground,nuXmv,0.05,58280,true,okay,
driverlog,instance_1_1_1_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_1_1_1-cert-conv,shell-script,0.01,11436,true,okay,
driverlog,instance_1_1_1_1-muntac-cert-check,muntac,0.12,16248,true,okay,
driverlog,instance_1_1_1_1,tfd,0.05,13908,true,okay,
driverlog,instance_1_1_1_1,OPTIC,0.00,11276,true,okay,
driverlog,instance_1_1_1_1-ground,POPF,2.50,10224,true,okay,
driverlog,instance_1_1_1_2,tck-aLUcovreach,0.02,17300,true,okay,
driverlog,instance_1_1_1_2,tck-covreach,0.02,17460,true,okay,
driverlog,instance_1_1_1_2-ground,TAMER-ctp,0.00,4452,true,okay,
driverlog,instance_1_1_1_2-ground,nuXmv,0.07,60368,true,okay,
driverlog,instance_1_1_1_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_1_1_2-cert-conv,shell-script,0.02,12512,true,okay,
driverlog,instance_1_1_1_2-muntac-cert-check,muntac,0.05,35936,true,okay,
driverlog,instance_1_1_1_2,tfd,0.05,13536,true,okay,
driverlog,instance_1_1_1_2,OPTIC,0.00,11040,true,okay,
driverlog,instance_1_1_1_2-ground,POPF,3.15,10232,true,okay,
driverlog,instance_1_1_1_3,tck-aLUcovreach,0.15,131412,true,okay,
driverlog,instance_1_1_1_3,tck-covreach,0.18,131596,true,okay,
driverlog,instance_1_1_1_3-ground,TAMER-ctp,0.00,4964,true,okay,
driverlog,instance_1_1_1_3-ground,nuXmv,0.09,63656,true,okay,
driverlog,instance_1_1_1_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_1_1_3-cert-conv,shell-script,0.03,12884,true,okay,
driverlog,instance_1_1_1_3-muntac-cert-check,muntac,0.12,69640,true,okay,
driverlog,instance_1_1_1_3,tfd,0.05,13540,true,okay,
driverlog,instance_1_1_1_3,OPTIC,0.00,11004,true,okay,
driverlog,instance_1_1_1_3-ground,POPF,5.12,10532,true,okay,
driverlog,instance_1_1_2_1,tck-aLUcovreach,0.01,17460,true,okay,
driverlog,instance_1_1_2_1,tck-covreach,0.02,17488,true,okay,
driverlog,instance_1_1_2_1-ground,TAMER-ctp,0.00,4708,true,okay,
driverlog,instance_1_1_2_1-ground,nuXmv,0.10,60696,true,okay,
driverlog,instance_1_1_2_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_1_2_1-cert-conv,shell-script,0.02,12624,true,okay,
driverlog,instance_1_1_2_1-muntac-cert-check,muntac,0.06,41936,true,okay,
driverlog,instance_1_1_2_1,tfd,0.05,13904,true,okay,
driverlog,instance_1_1_2_1,OPTIC,0.00,11040,true,okay,
driverlog,instance_1_1_2_1-ground,POPF,0.00,10416,true,okay,
driverlog,instance_1_1_2_2,tck-aLUcovreach,0.07,62988,true,okay,
driverlog,instance_1_1_2_2,tck-covreach,0.07,62644,true,okay,
driverlog,instance_1_1_2_2-ground,TAMER-ctp,0.00,4708,true,okay,
driverlog,instance_1_1_2_2-ground,nuXmv,0.20,64412,true,okay,
driverlog,instance_1_1_2_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_1_2_2-cert-conv,shell-script,0.06,14288,true,okay,
driverlog,instance_1_1_2_2-muntac-cert-check,muntac,0.14,78004,true,okay,
driverlog,instance_1_1_2_2,tfd,1.08,13536,true,okay,
driverlog,instance_1_1_2_2,OPTIC,0.00,10520,true,okay,
driverlog,instance_1_1_2_2-ground,POPF,0.00,10312,true,okay,
driverlog,instance_1_1_2_3,tck-aLUcovreach,6.60,329716,true,okay,
driverlog,instance_1_1_2_3,tck-covreach,0.48,330572,true,okay,
driverlog,instance_1_1_2_3-ground,TAMER-ctp,0.00,4964,true,okay,
driverlog,instance_1_1_2_3-ground,nuXmv,0.18,67356,true,okay,
driverlog,instance_1_1_2_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_1_2_3-cert-conv,shell-script,0.07,16460,true,okay,
driverlog,instance_1_1_2_3-muntac-cert-check,muntac,0.23,121124,true,okay,
driverlog,instance_1_1_2_3,tfd,0.05,13780,true,okay,
driverlog,instance_1_1_2_3,OPTIC,0.00,11056,true,okay,
driverlog,instance_1_1_2_3-ground,POPF,0.00,10452,true,okay,
driverlog,instance_1_1_3_1,tck-aLUcovreach,0.17,131528,true,okay,
driverlog,instance_1_1_3_1,tck-covreach,0.15,131164,true,okay,
driverlog,instance_1_1_3_1-ground,TAMER-ctp,0.00,4708,true,okay,
driverlog,instance_1_1_3_1-ground,nuXmv,0.10,63792,true,okay,
driverlog,instance_1_1_3_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_1_3_1-cert-conv,shell-script,0.09,18304,true,okay,
driverlog,instance_1_1_3_1-muntac-cert-check,muntac,0.19,120944,true,okay,
driverlog,instance_1_1_3_1,tfd,0.05,13908,true,okay,
driverlog,instance_1_1_3_1,OPTIC,0.00,10940,true,okay,
driverlog,instance_1_1_3_1-ground,POPF,0.00,10496,true,okay,
driverlog,instance_1_1_3_2,tck-aLUcovreach,0.43,330404,true,okay,
driverlog,instance_1_1_3_2,tck-covreach,0.42,330520,true,okay,
driverlog,instance_1_1_3_2-ground,TAMER-ctp,0.00,4964,true,okay,
driverlog,instance_1_1_3_2-ground,nuXmv,0.15,67572,true,okay,
driverlog,instance_1_1_3_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_1_3_2-cert-conv,shell-script,0.15,23896,true,okay,
driverlog,instance_1_1_3_2-muntac-cert-check,muntac,0.33,173764,true,okay,
driverlog,instance_1_1_3_2,tfd,0.05,13784,true,okay,
driverlog,instance_1_1_3_2,OPTIC,0.00,10972,true,okay,
driverlog,instance_1_1_3_2-ground,POPF,0.00,10172,true,okay,
driverlog,instance_1_1_3_3,tck-aLUcovreach,1.13,1091424,true,okay,
driverlog,instance_1_1_3_3,tck-covreach,1.25,1091164,true,okay,
driverlog,instance_1_1_3_3-ground,TAMER-ctp,0.00,5208,true,okay,
driverlog,instance_1_1_3_3-ground,nuXmv,0.23,70728,true,okay,
driverlog,instance_1_1_3_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_1_3_3-cert-conv,shell-script,0.23,32264,true,okay,
driverlog,instance_1_1_3_3-muntac-cert-check,muntac,0.61,291732,true,okay,
driverlog,instance_1_1_3_3,tfd,0.05,13448,true,okay,
driverlog,instance_1_1_3_3,OPTIC,0.00,10916,true,okay,
driverlog,instance_1_1_3_3-ground,POPF,0.00,10480,true,okay,
driverlog,instance_1_2_1_1,tck-aLUcovreach,0.02,17444,true,okay,
driverlog,instance_1_2_1_1,tck-covreach,0.01,17060,true,okay,
driverlog,instance_1_2_1_1-ground,TAMER-ctp,0.00,4708,true,okay,
driverlog,instance_1_2_1_1-ground,nuXmv,0.13,61660,true,okay,
driverlog,instance_1_2_1_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_2_1_1-cert-conv,shell-script,0.02,12204,true,okay,
driverlog,instance_1_2_1_1-muntac-cert-check,muntac,0.05,37832,true,okay,
driverlog,instance_1_2_1_1,tfd,0.05,13780,true,okay,
driverlog,instance_1_2_1_1,OPTIC,0.00,11076,true,okay,
driverlog,instance_1_2_1_1-ground,POPF,0.00,10112,true,okay,
driverlog,instance_1_2_1_2,tck-aLUcovreach,0.20,182436,true,okay,
driverlog,instance_1_2_1_2,tck-covreach,0.20,182784,true,okay,
driverlog,instance_1_2_1_2-ground,TAMER-ctp,0.00,4964,true,okay,
driverlog,instance_1_2_1_2-ground,nuXmv,0.37,68076,true,okay,
driverlog,instance_1_2_1_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_2_1_2-cert-conv,shell-script,0.04,13328,true,okay,
driverlog,instance_1_2_1_2-muntac-cert-check,muntac,0.15,92392,true,okay,
driverlog,instance_1_2_1_2,tfd,0.05,13508,true,okay,
driverlog,instance_1_2_1_2,OPTIC,0.00,10924,true,okay,
driverlog,instance_1_2_1_2-ground,POPF,0.00,10028,true,okay,
driverlog,instance_1_2_1_3,tck-aLUcovreach,2.91,1946028,true,okay,
driverlog,instance_1_2_1_3,tck-covreach,2.91,1946244,true,okay,
driverlog,instance_1_2_1_3-ground,TAMER-ctp,0.01,5476,true,okay,
driverlog,instance_1_2_1_3-ground,nuXmv,0.36,74840,true,okay,
driverlog,instance_1_2_1_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_2_1_3-cert-conv,shell-script,0.08,16276,true,okay,
driverlog,instance_1_2_1_3-muntac-cert-check,muntac,0.35,180644,true,okay,
driverlog,instance_1_2_1_3,tfd,0.05,13904,true,okay,
driverlog,instance_1_2_1_3,OPTIC,0.00,11052,true,okay,
driverlog,instance_1_2_1_3-ground,POPF,0.00,10248,true,okay,
driverlog,instance_1_2_2_1,tck-aLUcovreach,0.26,182896,true,okay,
driverlog,instance_1_2_2_1,tck-covreach,0.26,182612,true,okay,
driverlog,instance_1_2_2_1-ground,TAMER-ctp,0.00,4964,true,okay,
driverlog,instance_1_2_2_1-ground,nuXmv,0.18,66316,true,okay,
