domain>%<instance>%<solver>%<status>%<output>%<time(s)>%<memory(kB)
MatchCellar-impossible-5>%<instance_06>%<grounder>%<okay>%<One way facts... Semaphore Facts... Envelope Facts... (light match0) is an envelope fact (light match1) is an envelope fact (light match2) is an envelope fact (light match3) is an envelope fact One-shot actions... (light_match match0) is 1 shot (light_match match1) is 1 shot (light_match match2) is 1 shot (light_match match3) is 1 shot Integral variables... Variable bounds... Static numeric conditions... Duration bounds... TIL time window analysis... Bounding action timestamps due to time windows... Dominance constraints (excluding processes and events)... Damaging events... Dominance constraints (including processes and events)... Variable monotonicity... Max/min needed values for any single precondition... Irrelevant action pruning by backward reachability from goal... Uninterestingness criteria... Compression-safe actions... Compression-safe invariants... 90% of durative actions in this problem are compression safe -- Writing ground PDDL >%<0>%<0.00>%<5592 
